1,9.3531,-3.0675
1,10.359,9.5683
0,4.5153,1.8396
1,7.6533,6.6295
1,7.5244,4.1212
1,5.376,5.3808
0,-3.94,2.129
1,9.6308,-7.2188
0,6.2636,2.8752
0,-5.5178,0.91428
1,11.092,-4.6156
1,3.3744,4.1056
1,6.2983,1.4474
0,-4.4368,-1.0572
1,1.691,-2.8867
0,13.433,5.2031
1,8.7515,-0.40837
0,-1.1882,-0.5425
0,-4.0212,1.2498
1,16.005,-0.15044
0,4.7361,1.1504
0,2.867,1.1684
1,3.2565,8.1311
1,14.168,-1.305
0,1.5679,-0.45562
0,-1.4399,3.8994
0,3.6938,3.7624
1,11.091,-6.64
1,5.5622,2.1651
1,8.3195,-1.8642
1,10.191,3.1672
1,0.8342,-3.1631
1,10.199,-1.753
1,8.1448,-7.4795
0,-2.4897,-0.4622
0,-0.72868,3.8077
1,5.1331,2.0936
0,-1.5416,4.3631
1,8.1089,2.7385
1,11.126,2.6092
1,14.717,1.793
1,5.2976,-2.6595
1,10.061,-3.4534
1,2.4879,-1.4159
0,2.4002,2.8694
0,2.4955,0.12977
0,9.3356,7.7228
0,-0.33461,-0.343
0,-3.055,5.7572
0,2.9357,3.9699
1,5.2306,-2.662
1,10.561,-1.9992
0,-6.2686,3.3868
0,1.9542,0.18078
0,-3.5037,2.6736
0,4.3776,0.0088186
1,8.2694,-6.4615
1,4.4816,7.4712
1,9.7077,1.4461
1,7.9021,-2.6262
0,-4.5556,4.5791
1,12.371,8.5068
0,1.742,-0.22765
1,8.5356,6.141
1,11.994,6.856
0,-1.5244,3.4469
1,10.892,-7.3021
1,6.4044,-2.4998
1,8.124,6.5333
1,3.4158,-4.8188
0,-4.4787,2.5028
0,3.7141,6.0155
0,2.1832,2.3484
1,9.6103,-9.284
0,1.6052,1.1406
0,5.7575,4.174
0,-6.1447,1.6592
0,2.733,1.6451
1,6.7841,4.0879
0,-1.1209,4.5642
1,4.0786,-1.7686
0,2.4335,-0.29037
1,4.2471,-0.78058
0,4.6685,1.934
0,4.6925,2.4167
1,9.4333,-7.201
1,14.43,-5.1688
1,5.5737,2.0707
1,4.8505,-10.796
1,12.819,6.5692
0,-1.5227,1.9928
0,-0.071588,-2.5833
1,7.177,6.6836
0,6.4697,6.5142
0,6.3677,4.4012
0,-8.14,0.8321
0,0.57194,3.2801
0,-5.5239,0.55577
1,5.4385,7.314
0,-1.574,3.117
0,5.3914,0.95119
0,2.1611,6.0756
0,-2.5178,1.607
0,0.23095,2.6305
0,4.7059,-0.80065
1,13.507,2.8775
1,6.6181,3.692
1,10.69,6.0559
0,0.68905,2.3762
0,1.7891,3.945
1,9.0625,-8.9273
1,8.9283,3.4903
0,-0.37121,7.5755
1,3.4258,-4.8131
1,4.9975,-10.398
0,0.64475,0.88453
0,3.1454,4.0441
0,-4.0562,1.9743
0,-2.1318,0.82834
1,12.298,-4.9851
0,0.1112,0.3944
1,1.4256,-5.9922
1,9.5126,2.6969
0,-0.6987,-0.77548
0,-3.7617,1.5126
1,13.025,2.4529
0,-1.2762,0.36938
0,-1.483,3.0673
0,-6.1251,1.3548
1,12.571,-0.25989
1,7.2724,0.83784
0,4.9485,4.5045
1,10.817,9.4577
0,-4.423,-0.18793
0,-0.60504,3.36
0,3.7255,3.3113
1,8.5641,-0.4543
0,1.2922,2.6494
1,8.9505,-1.1619
0,10.93,2.6649
0,7.258,2.1349
0,0.2097,1.041
1,8.2438,-1.6825
1,13.984,7.2144
0,-1.6478,2.6127
1,13.558,4.9414
0,-6.283,-1.5424
0,4.4747,4.1437
0,-0.57334,4.0328
0,-3.4762,6.4279
1,14.71,0.47611
1,3.2788,-3.7653
1,2.5795,-2.0871
1,-4.2685,-8.2114
1,10.104,2.145
1,7.9777,-1.4158
0,-1.9199,1.1674
0,-5.1692,-1.2213
1,6.5126,-1.9882
1,6.3859,-7.1524
0,0.22614,0.33672
0,-1.6755,0.24289
1,2.0288,-4.9567
0,3.5853,6.654
0,-1.0674,3.5689
1,4.4713,0.20034
1,5.4212,2.9033
1,11.507,-0.40002
0,2.5213,0.92795
0,4.1696,3.9985
0,4.7388,5.1981
1,7.3364,-9.8686
0,-4.2899,2.4951
0,-4.1726,4.9471
1,5.4611,-9.0799
0,-2.2246,1.2521
0,-5.7466,-0.97268
1,8.6356,2.4061
1,10.203,-3.5981
1,8.6909,-1.5247
0,1.8876,3.2352
0,0.96008,0.90978
0,-2.3862,0.86696
0,1.0779,1.8447
1,8.9502,1.8414
1,6.6622,-4.5893
0,-1.1803,0.54275
1,3.0903,-10.115
1,7.6928,-0.73426
1,4.6322,4.9573
0,1.0928,3.1195
1,8.9099,3.5446
1,8.2136,1.4801
0,-2.6272,-1.2853
0,1.9439,1.6742
1,4.7813,0.72122
1,10.365,5.6278
1,5.3653,0.0089985
1,2.9354,1.2081
1,8.0168,-1.014
