0,1.6011,2.7048
0,-2.1321,0.18581
0,-1.5012,3.631
1,4.0212,-3.0818
1,6.5017,2.8943
1,11.204,-0.72814
0,-4.3888,-2.8676
1,8.2822,-0.92945
0,-15.341,24.998
0,-2.0534,1.296
1,3.7877,2.1067
0,-0.69111,3.3848
0,0.62204,1.1752
1,6.6256,-2.0771
1,8.6873,-1.0708
0,-1.7904,4.3818
0,-1.1199,1.7139
0,2.4864,-0.43041
1,5.576,-1.7193
1,25.132,-15.083
1,10.278,-0.44154
0,-7.1021,1.8441
0,-14.901,25.283
0,-0.5103,3.1581
1,2.0557,-4.2609
1,1.8754,-2.6898
1,1.7607,-3.4355
0,-3.4,2.9726
0,-2.4264,0.061201
0,0.49377,7.9308
0,-2.9257,2.5412
0,-8.0045,-0.12372
1,25.484,-15.501
1,6.2691,-1.3159
1,4.8536,-2.1206
0,3.7011,1.0276
0,-2.8945,-3.6529
1,5.5342,6.0366
1,7.6217,1.1075
1,4.4012,-1.4579
1,9.2068,3.725
1,1.4095,-2.7029
1,7.2893,1.9501
0,-0.92883,0.50847
1,5.5888,-1.8763
0,2.3528,1.7961
1,8.695,0.20075
1,0.72484,-4.6862
1,0.65731,-1.4246
0,5.2864,4.385
1,-1.5845,-3.1141
1,3.7629,-2.4481
1,2.0354,6.6612
0,-14.259,25.406
1,6.9593,1.6948
1,5.3226,-1.4253
1,-1.9106,-2.708
0,0.23557,4.4728
0,2.3034,4.5739
1,4.5851,-0.62977
0,-0.2524,3.0842
1,9.8367,0.025929
0,2.623,2.5163
0,3.1209,5.5362
0,-0.76312,2.4086
1,4.8466,2.0856
0,-1.7452,5.3655
1,3.1223,-3.5705
1,3.3264,-2.5163
1,5.8292,1.6117
0,11.603,2.8214
0,-2.1525,-1.3475
1,25.345,-15.211
0,-1.599,4.4201
1,6.8537,3.5684
1,3.6724,0.47085
0,-15.239,24.868
1,5.4154,-0.37814
0,-15.056,25.157
1,7.8695,8.796
1,6.1777,-0.14094
0,5.1235,3.165
1,25.843,-15.267
1,2.2126,-3.7181
0,-5.5844,-0.68814
1,25.51,-15.213
1,6.0807,-0.91108
1,11.796,1.7307
0,1.3275,3.0857
0,-2.9813,-1.8363
0,-0.01042,-0.005031
0,1.4473,0.54548
0,2.6687,5.125
0,-15.335,25.213
1,10.362,-0.58124
1,25.488,-15.153
0,1.1068,5.0433
1,4.9837,-1.5394
0,8.6976,3.9789
0,3.1347,5.7114
1,1.486,0.9793
0,-0.16318,5.2675
1,-0.52618,-0.42996
0,1.2991,5.9555
0,-0.26148,5.8103
0,-1.3117,0.52655
1,7.9782,-0.48529
1,9.9653,3.4376
1,25.76,-15.11
1,25.394,-14.849
1,0.51264,0.86343
1,12.067,2.568
0,-4.848,0.9074
1,5.2334,1.1088
0,-5.1028,-3.4549
1,-0.042417,-0.88069
1,7.9291,0.51176
0,-6.7849,2.4846
0,-4.6429,-0.81632
0,-3.4433,1.7408
0,0.29807,2.4623
1,25.884,-14.773
1,4.366,-1.9993
1,3.5606,-1.7876
1,5.4195,1.3001
1,25.654,-14.995
1,2.9051,0.51359
1,1.109,5.4497
0,-14.936,25.483
0,-2.3456,4.8976
1,-0.55078,-1.9275
0,2.847,5.2517
1,4.1992,-1.0937
1,7.9097,-1.412
1,7.9337,-0.14803
1,6.2565,0.52784
0,-4.7366,-0.39659
1,3.8094,-0.018992
1,5.9015,-3.0903
0,1.7571,4.828
0,-1.4697,-2.3113
1,8.0401,-0.17013
0,-0.33144,2.706
1,2.5526,-0.17556
0,-4.4002,0.30638
0,0.78992,6.043
0,0.71128,0.87277
0,8.0721,3.3953
0,-0.91591,5.6078
0,-15.405,24.95
1,5.5068,2.5019
0,-3.6845,2.192
0,-6.3894,0.38717
0,-0.83403,0.43502
0,3.4766,4.4417
1,5.2251,0.73368
1,3.6761,-1.4837
1,14.118,0.45896
0,2.861,2.346
0,-1.4138,5.0825
0,1.5277,1.0634
0,0.7906,0.88902
1,6.5625,1.3362
1,7.3625,-0.44956
0,-3.8207,2.006
0,-14.903,25.195
0,0.79833,1.0681
1,2.3795,-1.1694
0,5.1753,6.7313
0,-1.8411,0.9881
0,0.0023561,-0.59581
0,0.018281,3.6692
0,1.1423,0.35378
1,11.156,3.6268
1,7.3282,2.6957
0,3.0186,2.4507
1,1.8539,0.011387
0,-3.7826,0.12631
0,4.4293,1.0525
0,-15.361,25.087
1,0.28581,-2.3162
1,8.6514,-0.4343
1,6.3514,-0.46032
0,-4.0609,-0.038826
0,0.50228,0.68103
1,2.9212,0.62052
1,9.015,0.79887
0,3.6335,3.4289
1,5.1246,5.6207
1,7.9063,-1.2681
1,-1.8567,-3.6134
0,2.0027,0.60264
1,8.1761,-0.609
0,0.10477,3.2649
0,-2.8788,-1.5534
1,5.1151,-1.4258
0,-0.82108,0.82158
0,0.354,4.6117
0,1.4191,2.3665
1,5.5388,-1.1767
